Thu, 11.8.;Obscure;16:30;16:30;PUPIL SLICER;Mathcore / Death Metal / Grindcore;UK;
Fri, 12.8.;Obscure;16:30;16:30;FRONTIERER;Math Metal / Mathcore;UK;2016
Sat, 13.8.;Obscure;15:30;15:30;IGNEA;Melodic Death Metal;UA;2013
Tue,  9.8.;Obscure;17:35;17:35;EXORCIZPHOBIA;Thrash Metal;CZ;2005
Wed, 10.8.;Obscure;16:35;16:35;MISERY INDEX;Death Metal / Grindcore;US;2001
Thu, 11.8.;Obscure;17:40;17:40;1914;Blackened Sludge / Death Metal;UA;2014
Fri, 12.8.;Obscure;17:35;17:35;GOD MOTHER;Hardcore / Crust / Sludge;SE;2012
Sat, 13.8.;Obscure;16:40;16:40;UNDERGANG;Death Metal;DK;2008
Tue,  9.8.;Obscure;18:40;18:40;KORPSE;Slamming Brutal Death;NL;2013
Wed, 10.8.;Obscure;17:45;17:45;STRIGOI;Death Metal / Crust;UK;2018
Thu, 11.8.;Obscure;18:55;18:55;CONJURER;Progressive Sludge / Hardcore / Doom;UK;2014
Fri, 12.8.;Obscure;18:45;18:45;DEPRESY;Blackened / Atmo Death Metal;SK;1991
Sat, 13.8.;Obscure;17:50;17:50;DOOL;Gothic Occult Rock;NL;2015
Tue,  9.8.;Obscure;19:55;19:55;SKYWALKER;Metalcore / Post-Hardcore;CZ;2011
Wed, 10.8.;Obscure;18:55;18:55;PENTAGRAM;Heavy Doom Metal;US;1971
Thu, 11.8.;Obscure;20:10;20:10;BLOOD INCANTATION;Atmospheric Death Metal;US;2011
Fri, 12.8.;Obscure;20:00;20:00;COMEBACK KID;Hardcore Punk;CA;2001
Sat, 13.8.;Obscure;19:05;19:05;GAAHLS WYRD;Black Metal;NO;2015
Tue,  9.8.;Obscure;21:10;21:10;PATHOLOGY;Death Metal;US;2006
Wed, 10.8.;Obscure;20:15;20:15;D.R.I.;Crossover Thrash;US;1982
Thu, 11.8.;Obscure;21:30;21:30;NECROPHOBIC;Black / Death Metal;SE;1989
Fri, 12.8.;Obscure;21:25;21:25;PANZERFAUST;Black Metal;CA;2005
Sat, 13.8.;Obscure;20:30;20:30;ARCTURUS;Progressive Black Metal / Avant-Garde;NO;1987
Tue,  9.8.;Obscure;22:40;22:40;PALLBEARER;Doom Metal;US;2008
Wed, 10.8.;Obscure;21:45;21:45;SIGH;Heavy Black Metal / Progressive / Avant-Garde;JP;1989
Thu, 11.8.;Obscure;23:00;23:00;LIFE OF AGONY;Alternative Metal / Crossover;US;1989
Fri, 12.8.;Obscure;22:55;22:55;SPACED;Hardcore;US;2020
Sat, 13.8.;Obscure;21:55;21:55;AD NAUSEAM;Avant-Garde Death / Black Metal;IT;2011
Tue,  9.8.;Obscure;00:10;00:10;EVOKEN;Funeral Doom / Death Metal;US;1992
Wed, 10.8.;Obscure;23:20;23:20;ME AND THAT MAN;Dark Folk / Blues / Americana;PL;2013
Thu, 11.8.;Obscure;00:30;00:30;VALKYRJA;Black Metal;SE;2004
Fri, 12.8.;Obscure;00:20;00:20;FLESHCRAWL;Death Metal;DE;1987
Sat, 13.8.;Obscure;23:25;23:25;DIE KRUPPS;Industrial Metal / Electro Rock / Ebm;DE;1980
Wed, 10.8.;Obscure;00:45;00:45;NAILED TO OBSCURITY;Melodic Death / Doom Metal;DE;2005
Thu, 11.8.;Obscure;01:50;01:50;SKEPTICISM;Funeral Doom Metal;FI;1991
Fri, 12.8.;Obscure;01:50;01:50;HENTAI CORPORATION;Eccentric Crossover;CZ;2005
Sat, 13.8.;Obscure;00:45;00:45;MALEVOLENT CREATION;Death Metal;US;1986
Wed, 10.8.;Obscure;02:00;02:00;REGARDE LES HOMMES TOMBER;Black Metal / Post-Hardcore;FR;2011
